Contig	Mar_OO	Apr_OO	May_lateOO	May_EE	May_ME	Jun_Lar
TRINITY_DN11196_c0_g1_i5	0.0	5.7	0.0	0.0	0.0	0.0
TRINITY_DN65251_c0_g1_i1	1.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN65214_c0_g1_i1	0.0	1.0	0.0	0.0	1.0	1.0
TRINITY_DN76815_c0_g1_i1	0.0	0.0	0.0	0.0	3.0	0.0
TRINITY_DN80953_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN80938_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN11059_c0_g1_i1	0.0	2.0	0.0	0.0	0.0	3.0
TRINITY_DN17889_c0_g2_i1	0.0	0.0	0.0	9.8	0.0	0.0
TRINITY_DN58164_c0_g1_i1	0.0	2.0	0.0	0.0	0.0	1.0
TRINITY_DN68104_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN81273_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN45346_c0_g2_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN51000_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN61485_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN22119_c0_g1_i11	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN30735_c1_g1_i1	8.0	1.0	0.0	2.0	0.0	0.0
TRINITY_DN30701_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN90014_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN15622_c0_g1_i12	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN15622_c0_g1_i23	3.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN15622_c0_g1_i26	0.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN15622_c0_g1_i3	2.0	1.0	0.0	0.0	0.0	1.0
TRINITY_DN15622_c0_g1_i5	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN10855_c0_g1_i10	3.8	0.0	0.0	0.0	1.5	0.0
TRINITY_DN44062_c0_g2_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN69840_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN25236_c0_g3_i1	1.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN25279_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN97031_c0_g1_i1	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN92172_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN92169_c0_g1_i1	1.0	3.0	0.0	0.0	0.0	0.0
TRINITY_DN49397_c0_g1_i2	3.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN49362_c0_g1_i1	1.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN49362_c0_g2_i1	1.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN54099_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	2.0
TRINITY_DN54082_c0_g1_i1	0.0	3.0	0.0	0.0	0.0	1.0
TRINITY_DN54082_c0_g1_i2	1.0	0.0	0.0	0.0	0.0	2.0
TRINITY_DN45012_c0_g2_i2	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN63459_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN63454_c0_g1_i1	0.0	2.0	0.0	0.0	0.0	0.0
TRINITY_DN38176_c0_g1_i2	11.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN41372_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN41360_c0_g1_i1	1.0	1.0	0.0	0.0	0.0	1.0
TRINITY_DN41390_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN63382_c0_g1_i1	0.0	0.0	0.0	13.0	0.0	0.0
TRINITY_DN3165_c0_g1_i42	0.0	0.0	0.0	0.0	42.0	0.0
TRINITY_DN3165_c0_g1_i44	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN19583_c0_g1_i5	0.0	9.1	0.0	0.0	0.0	4.8
TRINITY_DN42155_c0_g1_i1	2.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN42192_c0_g1_i1	3.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN93850_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN93853_c0_g1_i1	0.0	0.0	0.0	8.0	0.0	0.0
TRINITY_DN28824_c0_g1_i1	2.0	2.0	0.0	0.0	0.0	0.0
TRINITY_DN28824_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN43399_c0_g1_i1	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN25533_c0_g1_i7	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN46732_c0_g1_i2	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN20621_c0_g1_i3	0.3	0.0	0.0	0.0	0.0	0.0
TRINITY_DN20619_c0_g1_i4	5.4	0.0	0.0	0.0	0.0	0.0
TRINITY_DN20641_c0_g3_i2	1.0	0.0	0.0	1.6	0.0	0.0
TRINITY_DN79938_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN75066_c0_g1_i1	1.0	2.0	0.0	0.0	0.0	2.0
TRINITY_DN93427_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN93405_c0_g1_i1	0.0	0.0	0.0	10.0	0.0	0.0
TRINITY_DN47414_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN75794_c0_g1_i1	0.0	0.0	0.0	13.0	0.0	0.0
TRINITY_DN75728_c0_g1_i1	0.0	1.0	0.0	1.0	0.0	0.0
TRINITY_DN49514_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN49601_c1_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN49532_c0_g2_i11	1.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN49532_c0_g2_i7	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN49532_c0_g3_i1	1.0	3.0	0.0	0.0	4.0	3.0
TRINITY_DN68790_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN77814_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN21869_c0_g2_i6	10.6	0.0	0.0	0.0	0.0	29.3
TRINITY_DN21887_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.1
TRINITY_DN21887_c0_g1_i3	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN78274_c0_g1_i1	0.0	0.0	0.0	0.0	2.0	1.0
TRINITY_DN14906_c1_g1_i4	2.4	0.0	0.0	0.0	0.0	0.0
TRINITY_DN14906_c1_g1_i7	0.0	0.0	0.0	0.0	2.0	0.0
TRINITY_DN14906_c1_g3_i1	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN14906_c1_g3_i2	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN4526_c0_g1_i3	5.0	0.0	0.0	0.0	2.0	0.0
TRINITY_DN4526_c1_g1_i6	2.0	0.0	0.0	0.0	0.2	0.0
TRINITY_DN4526_c1_g2_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN9535_c0_g1_i11	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN9535_c0_g1_i8	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN9571_c0_g1_i6	0.0	0.0	0.0	0.0	0.0	3.0
TRINITY_DN9571_c0_g1_i8	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN9533_c0_g1_i17	5.9	5.9	0.0	0.0	0.0	0.0
TRINITY_DN9533_c0_g1_i8	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN41222_c0_g1_i1	3.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN5036_c0_g1_i18	6.1	5.3	0.0	0.0	0.0	2.2
TRINITY_DN5036_c0_g1_i23	12.1	0.0	0.0	0.0	3.6	0.1
TRINITY_DN5060_c0_g1_i13	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN5060_c0_g1_i8	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN43902_c0_g1_i1	0.0	4.0	0.0	0.0	0.0	0.0
TRINITY_DN95742_c0_g1_i1	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN2858_c0_g1_i5	14.3	8.2	0.0	0.0	0.0	8.8
TRINITY_DN81095_c0_g1_i1	0.0	0.0	0.0	5.0	0.0	0.0
TRINITY_DN69031_c0_g1_i1	0.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN42353_c0_g4_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN13990_c0_g1_i1	0.0	0.0	0.0	0.0	2.0	0.0
TRINITY_DN41064_c0_g1_i1	3.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN62769_c0_g1_i1	0.0	0.0	0.0	31.0	0.0	0.0
TRINITY_DN7727_c0_g1_i1	11.1	0.0	0.0	0.0	0.0	0.0
TRINITY_DN7727_c0_g1_i13	102.6	36.8	0.0	0.0	0.0	0.0
TRINITY_DN7727_c0_g1_i32	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN7727_c0_g1_i82	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN38244_c0_g1_i1	0.0	0.0	0.0	8.0	0.0	0.0
TRINITY_DN35611_c0_g2_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN25453_c1_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN78064_c0_g1_i1	1.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN50389_c0_g1_i1	1.0	1.0	0.0	0.0	0.0	2.0
TRINITY_DN62331_c0_g1_i1	0.0	1.0	0.0	0.0	1.0	1.0
TRINITY_DN58348_c0_g1_i1	2.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN90495_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN67889_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN53034_c0_g1_i2	0.0	0.0	0.0	27.0	0.0	0.0
TRINITY_DN17020_c3_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN17020_c3_g1_i2	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN94829_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN13561_c0_g3_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN75321_c0_g1_i1	0.0	1.0	0.0	0.0	1.0	0.0
TRINITY_DN35152_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN35152_c0_g1_i5	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN50471_c0_g1_i1	0.0	1.0	0.0	1.0	0.0	0.0
TRINITY_DN10348_c0_g1_i1	0.0	0.0	0.0	0.0	0.1	0.0
TRINITY_DN10348_c0_g2_i4	2.1	0.0	0.0	0.0	0.0	0.0
TRINITY_DN10348_c0_g2_i7	0.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN38621_c0_g1_i1	0.0	2.0	0.0	0.0	0.0	0.0
TRINITY_DN19938_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN19939_c1_g1_i1	0.0	0.0	0.0	12.0	0.0	0.0
TRINITY_DN89775_c0_g1_i1	0.0	0.0	0.0	0.0	1.0	2.0
TRINITY_DN89709_c0_g1_i1	1.0	2.0	0.0	2.0	0.0	0.0
TRINITY_DN89787_c0_g1_i1	0.0	1.0	0.0	1.0	3.0	0.0
TRINITY_DN84773_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN28682_c0_g2_i1	2.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN2350_c0_g3_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN2350_c3_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN90728_c0_g1_i1	0.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN60959_c0_g1_i1	0.0	2.0	0.0	0.0	0.0	0.0
TRINITY_DN60984_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN53611_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN53632_c2_g1_i1	0.0	1.0	0.0	0.0	0.0	1.0
TRINITY_DN53702_c0_g2_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN80469_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN10644_c0_g1_i1	0.0	5.6	0.0	0.0	1.3	0.0
TRINITY_DN10644_c0_g1_i4	9.0	4.5	0.0	0.0	0.0	4.0
TRINITY_DN10644_c1_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN10644_c2_g2_i1	0.0	0.0	0.0	0.0	3.0	1.0
TRINITY_DN10644_c2_g3_i1	0.0	0.0	0.0	0.0	2.0	0.0
TRINITY_DN10640_c0_g1_i2	10.1	11.1	0.0	0.0	2.0	2.7
TRINITY_DN10640_c0_g3_i5	4.3	1.3	0.0	0.0	0.0	0.0
TRINITY_DN35217_c0_g1_i1	0.0	0.0	0.0	9.2	0.0	0.0
TRINITY_DN35217_c0_g1_i3	0.0	0.0	0.0	6.9	0.0	0.0
TRINITY_DN35205_c0_g1_i1	0.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN39236_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN39236_c0_g1_i3	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN45438_c0_g1_i1	0.0	2.0	0.0	0.0	0.0	1.0
TRINITY_DN62299_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN51040_c0_g1_i2	2.6	0.0	0.0	0.0	0.0	0.0
TRINITY_DN51040_c0_g1_i3	0.0	0.0	0.0	0.0	2.0	0.0
TRINITY_DN10101_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN10101_c0_g1_i2	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN37436_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	2.0
TRINITY_DN34709_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN34709_c0_g2_i4	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN34709_c0_g4_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN62882_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN50724_c0_g1_i1	0.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN53918_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN34383_c0_g1_i3	0.0	2.0	0.0	0.0	0.0	0.0
TRINITY_DN34383_c0_g3_i2	7.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN34383_c0_g4_i2	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN34365_c0_g1_i3	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN75558_c0_g1_i1	0.0	0.0	0.0	7.0	0.0	0.0
TRINITY_DN79038_c0_g1_i1	3.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN79089_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN41507_c0_g4_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN46172_c0_g2_i1	0.0	0.0	0.0	3.0	0.0	0.0
TRINITY_DN46133_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN29320_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN22480_c1_g2_i3	0.0	0.5	0.0	3.0	0.0	0.5
TRINITY_DN68512_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN1453_c1_g1_i5	0.0	0.0	0.0	0.0	0.0	3.2
TRINITY_DN1445_c3_g1_i10	0.0	0.0	0.0	0.0	0.0	2.2
TRINITY_DN1450_c0_g1_i12	0.0	0.0	0.0	0.0	0.0	24.7
TRINITY_DN65016_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN91293_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN91264_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN15317_c0_g1_i1	0.0	0.0	0.0	88.6	0.0	0.0
TRINITY_DN15317_c0_g1_i4	0.0	0.0	0.0	35.4	0.0	0.0
TRINITY_DN57578_c0_g1_i1	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN15885_c0_g1_i1	0.0	0.0	0.0	0.0	1.2	0.0
TRINITY_DN15885_c0_g1_i3	0.0	0.0	0.0	0.0	0.0	28.8
TRINITY_DN15885_c0_g1_i6	0.0	0.0	0.0	0.0	1.2	0.0
TRINITY_DN63891_c0_g1_i1	0.0	0.0	0.0	0.0	0.5	2.0
TRINITY_DN63891_c0_g1_i2	1.0	0.0	0.0	0.0	0.5	2.0
TRINITY_DN94353_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN55664_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN42047_c0_g2_i1	2.0	0.0	0.0	0.0	2.0	0.0
TRINITY_DN37189_c0_g1_i3	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN37196_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN4090_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN4090_c0_g2_i2	3.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN36576_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN36576_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN4130_c0_g1_i18	0.4	0.0	0.0	0.0	0.0	0.0
TRINITY_DN4130_c0_g1_i22	2.4	0.0	0.0	0.0	0.0	0.0
TRINITY_DN4130_c0_g1_i26	0.0	1.8	0.0	0.0	0.0	0.0
TRINITY_DN4130_c0_g1_i3	12.6	0.0	0.0	0.0	0.0	1.4
TRINITY_DN4130_c0_g1_i4	0.0	5.8	0.0	0.0	0.0	0.0
TRINITY_DN38995_c0_g1_i1	2.0	1.0	0.0	0.0	0.0	1.0
TRINITY_DN38969_c0_g1_i2	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN38969_c1_g1_i1	1.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN69257_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN19616_c0_g1_i11	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN19616_c0_g1_i5	2.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN19616_c0_g1_i9	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN62460_c0_g1_i1	3.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN62419_c0_g1_i1	2.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN45113_c0_g2_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN95664_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN95616_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN3007_c0_g1_i10	73.6	5.0	0.0	0.0	0.0	4.6
TRINITY_DN3007_c0_g1_i12	0.0	73.0	0.0	0.0	0.0	103.5
TRINITY_DN3007_c0_g1_i18	50.6	5.0	0.0	0.0	0.0	0.0
TRINITY_DN50685_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN32603_c0_g2_i1	2.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN35426_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN35426_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN35439_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN1611_c0_g1_i13	0.0	0.0	0.0	0.0	0.0	35.1
TRINITY_DN1611_c0_g1_i22	11.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN1611_c0_g1_i34	38.5	7.5	0.0	6.5	0.0	31.7
TRINITY_DN76589_c0_g1_i1	2.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN91080_c0_g1_i1	0.0	0.0	0.0	28.0	0.0	0.0
TRINITY_DN16898_c2_g1_i5	0.0	1.8	0.0	0.0	0.0	0.0
TRINITY_DN61873_c0_g1_i1	0.0	0.0	0.0	0.0	1.0	1.0
TRINITY_DN22357_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN56193_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN22806_c0_g1_i2	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN22806_c0_g1_i3	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN25610_c0_g2_i1	0.0	0.0	0.0	14.0	0.0	0.0
TRINITY_DN21530_c0_g1_i19	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN21530_c0_g1_i8	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN85928_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN64273_c0_g1_i1	2.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN95291_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN52078_c0_g1_i1	2.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN56964_c0_g1_i1	58.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN95519_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN23130_c0_g1_i10	0.0	4.7	0.0	0.0	2.6	2.8
TRINITY_DN23130_c0_g1_i5	3.9	2.1	0.0	0.0	1.9	7.1
TRINITY_DN95112_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN40301_c0_g1_i1	0.0	3.0	0.0	0.0	0.0	0.0
TRINITY_DN55260_c0_g1_i1	0.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN77090_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN82431_c0_g1_i1	1.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN61097_c0_g1_i1	1.0	3.0	0.0	0.0	1.0	2.0
TRINITY_DN61083_c0_g1_i1	1.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN18098_c0_g1_i9	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN18098_c1_g2_i4	0.0	0.0	0.0	5.0	0.0	0.0
TRINITY_DN81199_c0_g1_i1	0.0	0.0	0.0	4.0	0.0	0.0
TRINITY_DN8822_c0_g1_i12	0.0	30.2	0.0	0.0	0.0	0.0
TRINITY_DN8822_c0_g1_i21	1.0	0.0	0.0	0.0	0.0	1.7
TRINITY_DN53150_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN55908_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN33923_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN79779_c0_g1_i1	1.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN18391_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN94228_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN48324_c0_g1_i1	0.0	0.0	0.0	5.0	0.0	0.0
TRINITY_DN25340_c0_g2_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN29097_c0_g1_i3	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN29097_c0_g1_i5	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN53865_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN356_c0_g1_i12	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN307_c1_g1_i1	41.3	0.0	0.0	0.0	0.0	0.0
TRINITY_DN307_c1_g1_i19	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN307_c1_g1_i2	0.0	0.0	0.0	0.0	0.0	2.1
TRINITY_DN307_c1_g1_i25	0.0	0.0	0.0	0.0	42.3	0.0
TRINITY_DN307_c1_g1_i6	0.0	101.0	0.0	9.0	0.0	118.9
TRINITY_DN52830_c0_g1_i1	0.0	0.0	0.0	1.0	0.0	1.0
TRINITY_DN52314_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN92874_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN89905_c0_g1_i1	2.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN31861_c1_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN31861_c1_g2_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN91348_c0_g1_i1	0.0	1.0	0.0	0.0	1.0	0.0
TRINITY_DN41977_c0_g2_i1	7.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN61744_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN34995_c0_g1_i1	2.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN59192_c0_g2_i1	0.0	2.0	0.0	0.0	0.0	0.0
TRINITY_DN40766_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN40729_c0_g1_i1	0.0	0.0	0.0	0.0	2.0	0.0
TRINITY_DN77580_c0_g1_i1	0.0	1.0	0.0	1.0	0.0	0.0
TRINITY_DN27113_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN27196_c0_g1_i1	0.8	0.0	0.0	0.0	0.0	4.9
TRINITY_DN27196_c0_g1_i2	1.3	2.0	0.0	0.0	0.0	0.0
TRINITY_DN27196_c0_g1_i3	0.0	2.9	0.0	0.0	0.0	0.0
TRINITY_DN27196_c0_g1_i6	2.9	2.0	0.0	0.0	0.0	6.1
TRINITY_DN27153_c0_g1_i1	1.0	1.0	0.0	0.0	2.0	3.0
TRINITY_DN51777_c0_g2_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN99855_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN71772_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN32137_c0_g2_i4	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN43522_c0_g1_i1	0.0	1.8	0.0	0.0	1.0	0.0
TRINITY_DN43522_c0_g1_i2	0.0	0.2	0.0	0.0	0.0	2.0
TRINITY_DN66653_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN26128_c0_g1_i2	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN26176_c1_g1_i1	2.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN62626_c0_g1_i1	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN83441_c0_g1_i1	0.0	0.0	0.0	2.0	0.0	0.0
TRINITY_DN15516_c0_g3_i3	5.2	0.0	0.0	0.0	1.7	0.0
TRINITY_DN90636_c0_g1_i1	1.0	0.0	0.0	0.0	1.0	0.0
