OTU_ID	DNA1	DNA2	DNA3	Hp01	Hp02	Hp03	Hp04	Hp05	Hp06	Hp07	Hp08	Hp09	Hp10	Hp11	Hp12	Hp13	Hp14	Hp15	Hp16	Hp17	Hp18	Hp19	Hp20	Hp21	Hp22	Hp23	Hp24	Hp25	Hp26	Hp27	Hp28	Hp29	Hp30	Hp31	Hp32	Hp33	Hp34	Hp35	Hp36	Hp37	Hp38	Hp39	Hp40	Hp41	Hp42	Hp43	Hp44	Hp45	Hp46	Hp47	Hp48	Hp49	Hp50	Hp51	Hp52	Hp53	Hp54	Hp55	Hp56	Hp57	Hp58	Hp59	Hp60	Hp61	Hp62	Hp63	Hp64	Hp65	Hp66	Hp67	Hp68	Hp69	Hp70	Hp71	Hp72	Hp73	Hp74	Hp75	Hp76	Hp77	Hp78	Hp79	Hp80	Hp81	Hp82	Hp83	Hp84	Hp85	Hp86	Hp87	Hp88	Hp89
Zotu383	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	1	2	0	0	0	2	5	26	7	0	5	5	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
Zotu3368	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu177	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	11	3	13	32	30	28	11	41	22	15	28	43	0	23	21	9	12	9	15	3	26	32	16	12	25	35	25	36	21	11	83	17	44	0	0	9	0	0	0	1	0	8	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu767	0	0	0	0	0	0	0	0	0	0	0	0	0	3	15	0	0	2	8	3	25	3	3	31	0	0	0	0	2	0	2	8	6	3	0	0	0	0	0	0	0	3	0	0	0	0	4	1	0	7	14	3	0	0	0	0	44	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2594	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	17	0	0	1	0	8	1	0	1	2	0	0	3	1	1	1	1	4	1	0	0	0	0	0	8	0	2	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Zotu667	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	14	5	20	2	17	6	4	13	18	4	5	6	11	2	5	0	0	16	13	0	5	5	13	6	14	4	10	5	1	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1660	0	0	0	0	0	0	0	0	0	0	0	0	0	4	22	27	0	0	1	0	5	1	7	4	1	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1187	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	21	10
Zotu84	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	12	2	176	109	154	77	127	89	82	86	135	42	124	103	59	52	38	4	10	15	7	0	3	0	11	4	0	8	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu967	0	0	0	0	0	0	0	0	0	0	0	0	0	9	14	11	9	5	13	0	1	0	9	0	7	8	9	0	6	4	10	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	8	0	0	0	0
Zotu2862	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	5	0	7	12	9	5	7	25	2	4	1	8	1	12	4	3	8	17	0	0	3	2	2	1	4	4	1	1	1	0	2	4	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Zotu233	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	3	3	0	23	0	0	115	0	1	0	1	0	6	31	0	0	4	1	24	0	0	4	0	66	1	7	0	0	10	1	0	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1165	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1910	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	2	8	9	19	12	15	5	17	5	10	1	9	10	10	7	8	2	1	2	11	4	2	4	2	1	4	1	1	4	4	3	3	1	0	0	0	1	0	0	1	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Zotu2367	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	1	3	15	3	0	4	2	9	2	0	3	5	0	0	0	2	0	0	0	0	0	0	4	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Zotu2224	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	11	0	1	2	0	2	0	0	0	0	0	0	2	0	16	6	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2010	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu804	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	7	6	11	0	19	0	6	7	6	0	0	1	2	1	3	0	2	0	0	0	0	1	0	0	2	0	0	0	0	11	0	0	10	9	5	2	0	17	0	0	0	0	1	0	4	0	1	0	0	0	12	15	0	0	0	0	0	0	0	0	0	0	3	0	5	1	0	0	2	0	0	0	0	0
Zotu257	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	14	5	4	41	22	70	22	82	9	9	10	21	0	42	28	3	23	19	7	11	16	6	12	5	4	18	5	14	2	6	7	1	2	0	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu930	0	0	0	0	0	0	0	0	0	0	0	0	0	2	16	2	5	4	6	0	4	10	13	4	5	10	17	18	2	5	3	14	5	0	5	0	0	0	0	9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2350	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	3	0	0	9	4	0	0	0	4	12	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1117	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	6	0	4	7	10	9	8	13	3	6	6	11	3	11	9	6	5	4	1	1	4	7	8	4	4	5	2	6	2	1	1	8	6	0	0	0	0	0	3	0	0	0	0	1	0	1	0	2	0	1	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1
Zotu2958	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	3	4	1	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1972	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	2	8	2	4	0	3	0	4	1	2	0	4	2	1	0	7	1	2	5	6	1	5	1	6	2	0	3	2	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1135	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	5	5	6	2	0	0	0	5	0	1	2	4	1	2	0	0	0	0	0	1	1	2	0	0	17	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3403	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2788	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	2	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	6	21	0	5	7	0	2	12	5	7	1	4	2	1	9	0	3	0	0	1	14	1	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu178	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	186	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu132	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	7	16	8	14	11	7	10	13	7	12	0	8	8	0	0	2	4	19	14	26	17	10	17	10	6	19	7	0	17	13	32	2	12	15	27	2	24	11	27	62	4	0	24	1	0	20	12	13	7	49	0	18	75	0	0	7	23	11	29	4	0	7	0	6	0	6	1	0	13	16	0	9	7	14	15
Zotu2213	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	2	3	0	8	7	1	0	3	0	3	15	9	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1136	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	6	0	12	4	3	0	0	1	0	0	2	0	0	0	6	11	0	0	0	0	19	16	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2866	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2666	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	6	1	0	0	0	0	1	1	0	3	2	0	2	1	0	11	0	4	4	2	9	3	1	0	0	2	17	6	1	0	1	0	2	6	1	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	1	1	0	2	0	3	0	0	0	1	0	0	0
Zotu1339	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	12	0	10	1	0	1	3	4	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	13	17	0	13	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	12	0	5	12	0	5	0	0
Zotu3411	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	3	3	11	4	3	0	3	2	2	0	1	4	1	1	1	1	0	2	1	1	4	0	1	5	3	1	0	3	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1252	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	7	13	10	22	3	0	6	6	8	1	3	6	3	1	14	2	0	2	2	6	2	1	1	1	0	0	0	3	2	2	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1570	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	4	8	25	15	16	0	9	7	13	0	6	12	10	7	21	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3121	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	4	1	0	3	4	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1387	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	7	1	1	3	0	0	0	0	0	1	0	0	2	0	0	1	1	25	0	0	2	0	0	1	0	17	0	3	0	2	0	5	1	0	1	1	0	1	2	0	0	0	0	0	1	1	0	0	2	0	0	1	3	0	1	1	1	1	0	1	1	0	1	5	0	5	0	5	0	1	0	0	1	8	0	0	0
Zotu235	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	12	1	5	4	5	1	0	0	4	0	0	0	1	0	3	13	21	12	36	23	10	11	17	18	25	26	10	19	15	12	19	19	1	28	12	8	4	19	73	4	3	19	2	10	14	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2904	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	2	0	0	3	0	0	0	0	0	0	0	0	14	0	2	0	4	0	3	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu139	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	26	21	0	0	0	0	94	47	0	0	207	0	30	11	0	0	33	21	0	5	13	141	0	67	38	0	14
Zotu3398	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	6	0	7	7	0	1	0	3	1	0	0	1	1	2	0	0	0	0	2	2	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	2	0	2	0	0	0	0	0	1	0
Zotu1372	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	26	0	0	0	0
Zotu1510	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	4	9	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	9	0	0	0	0	0	0	0	3	0	0	0	0	0
Zotu203	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	2	1	6	40	53	39	39	60	6	35	24	61	3	45	63	31	24	24	2	0	16	14	0	1	4	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Zotu3305	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	15	3	2	5	0	1	0	0	0	2	0	0	2	0	1	2	3	1	0	2	1	3	3	0	9	1	2	3	1	4	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
Zotu542	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	6	0	0	0	0	0	0	0	8	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	4	5	3	5	19	43	19	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu75	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	11	0	0	0	1	12	102	0	0	231	0	2	516	0	0	1	10	9	0	0	0	24	99	0	0	0	7	0	0	0	0	12	0	0	43	0	0	36	0	0	0	3	0	0	40	0	3	142	0	37	0	0	0	0	0	95	0	0	10	3	0	0	0	10	0	0	8	0	4	0	0	1
Zotu140	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	5	1	2	3	10	4	0	1	36	0	4	10	2	1	16	12	10	36	20	9	4	9	4	21	9	11	2	23	4	16	25	23	48	64	6	40	8	71	53	4	1	54	25	15	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3197	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	2	2	0	0	2	0	0	1	1	0	2	1	0	2	5	3	0	0	1	0	0	2	2	4	1	0	3	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2758	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	2	0	0	1	0	1	1	1	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3168	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	4	1	0	0	0	0	2	0	0	1	0	1	0	6	3	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	4	0	0	0	2	0	0	1	0	7	0	2	12	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3053	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	2	0	0	0	0	2	0	1	0	4	0	4	1	0	0	6	12	2	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	8	0	3	0	8	2	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu93	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	161	46	239	133	248	40	76	103	187	16	155	138	49	59	69	0	12	0	10	0	26	17	7	13	11	10	0	9	3	9	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2989	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	2	2	0	0	1	0	0	2	0	1	0	0	1	0	0	1	0	4	0	5	9	0	0	11	9	4	3	1	0	2	7	0	3	0	2	2	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
Zotu180	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	37	19	42	16	23	21	17	23	39	0	13	7	9	19	8	40	40	8	29	20	27	22	20	49	21	10	9	44	15	14	0	1	1	6	0	2	4	0	0	2	0	0	9	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	15	0	10	0	0	0	3
Zotu1411	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	3	8	11	15	4	0	0	1	9	0	4	11	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2212	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	2	5	4	4	1	2	3	3	1	0	2	3	1	2	0	2	3	1	5	1	2	1	5	1	2	1	0	4	1	2	0	1	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3484	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	5	2	4	4	15	18	7	9	0	7	3	2	4	11	9	1	4	5	3	7	5	18	8	4	8	9	6	11	2	2	8	7	9	0	0	1	0	0	3	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Zotu289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	4	0	0	5	0	10	19	0	9	0	0	12	3	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	10	0	6	0	0	0	0	0	0	0	9	0	0	0	9	0	0	0	0	0	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	2	0	15	0	0	0	0	1	0	2	0	0	3	0	2	0	1	3	0	2	0	0	0	0	15	0	0	1	0	18	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Zotu1719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	8	0	4	0	0	0	0	0	0	0	0	5	0	0	0	0	0	3	0	0	0	2	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Zotu1312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	5	27	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0
Zotu138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	15	0	3	8	20	12	3	27	0	6	4	0	50	2	6	2	18	13	0	5	8	0	0	6	73	0	0	8	0	270	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	3	1	1	0	0	2	1	1	1	0	1	1	0	0	0	0	1	5	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Zotu2399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	5	0	1	0	0	0	8	0	0	0	0	0	0	0	0	0	15	0	0	0	6	0	0	0	1	0	2	0	5	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
